"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1869"	"JF451306"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1870"	"JF740044"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"Naxibacter sp. JL36"
"1871"	"JF747664"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured bacterium"	NA	NA
"1872"	"JF925008"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured marine bacterium"
"1873"	"JF966680"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"cyanobacterium IHB-347"	NA
"1874"	"JN015199"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured gamma proteobacterium"
"1875"	"JN018914"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1876"	"JN018803"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"1877"	"JN018991"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured bacterium"
"1878"	"JN018915"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1879"	"JN018922"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1880"	"JN018940"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1881"	"JN113083"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1882"	"JN113084"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1883"	"JN166192"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"uncultured marine microorganism"	NA
"1884"	"JN166247"	"Bacteria"	"Verrucomicrobia"	"Arctic97B-4 marine group"	"uncultured marine microorganism"	NA	NA	NA
"1885"	"JN166296"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured marine microorganism"
"1886"	"JN166317"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured marine microorganism"	NA
"1887"	"JN166266"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured marine microorganism"	NA
"1888"	"JN166355"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured marine microorganism"	NA
"1889"	"JN166197"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured marine microorganism"	NA	NA	NA
"1890"	"JN166217"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine microorganism"	NA
"1891"	"JN166233"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"BD2-11 terrestrial group"	"uncultured marine microorganism"	NA	NA
"1892"	"JN166254"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured marine microorganism"	NA
"1893"	"JN166332"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured marine microorganism"	NA
"1894"	"JN177585"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"uncultured"	"uncultured alpha proteobacterium"
"1895"	"JN177688"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"1896"	"JN177586"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured Candidatus Pelagibacter sp."	NA
"1897"	"JN233031"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured Flavobacterium sp."	NA
"1898"	"JN233074"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"FS140-16B-02 marine group"	"uncultured planctomycete"
"1899"	"JN233016"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured SAR324 cluster bacterium"	NA	NA
"1900"	"JN233132"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"uncultured"	"uncultured delta proteobacterium"
"1901"	"JN233157"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured marine bacterium"	NA
"1902"	"JN233527"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured marine bacterium"
"1903"	"JN458964"	"Bacteria"	"Proteobacteria"	"SPOTSOCT00m83"	"uncultured organism"	NA	NA	NA
"1904"	"JN547444"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"1905"	"JN547438"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"1906"	"JN547450"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"1907"	"JN547470"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured SAR11 cluster alpha proteobacterium"	NA
"1908"	"JN547476"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured SAR11 cluster alpha proteobacterium"	NA
"1909"	"JN563820"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured Alteromonas sp."
"1910"	"JN591984"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"1911"	"JN596616"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured Acidimicrobidae bacterium"	NA
"1912"	"JN625640"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured Rhodobacteraceae bacterium"
"1913"	"JN832933"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured bacterium"
"1914"	"JN832941"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1915"	"JN833084"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured bacterium"	NA	NA
"1916"	"JN832930"	"Bacteria"	"Proteobacteria"	"ARKICE-90"	"uncultured bacterium"	NA	NA	NA
"1917"	"JN833081"	"Bacteria"	"Verrucomicrobia"	"OPB35 soil group"	"uncultured bacterium"	NA	NA	NA
"1918"	"JN833331"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"1919"	"JN832938"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1920"	"JN873939"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"uncultured"	"uncultured bacterium"
"1921"	"JN874133"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"0319-6G20"	"uncultured bacterium"	NA
"1922"	"JN874316"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1923"	"JN874348"	"Bacteria"	"Verrucomicrobia"	"Arctic97B-4 marine group"	"uncultured bacterium"	NA	NA	NA
"1924"	"JN881638"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	"uncultured alpha proteobacterium"
"1925"	"JQ032415"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"uncultured bacterium"
"1926"	"JQ062721"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1927"	"JQ062604"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1928"	"JQ062671"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1929"	"JQ062702"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1930"	"JQ062789"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1931"	"JQ062717"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1932"	"JQ062792"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1933"	"JQ062856"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"1934"	"JQ062714"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"	"uncultured bacterium"
"1935"	"JQ062860"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1936"	"JQ220570"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine archaeon"	NA
"1937"	"JQ221011"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1938"	"JQ221044"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1939"	"JQ221475"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1940"	"JQ221575"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1941"	"JQ222210"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1942"	"JQ222723"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1943"	"JQ222785"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1944"	"JQ222402"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine archaeon"	NA
"1945"	"JQ222441"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1946"	"JQ222472"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1947"	"JQ222648"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1948"	"JQ222769"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1949"	"JQ222667"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1950"	"JQ222710"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1951"	"JQ222736"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1952"	"JQ222768"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1953"	"JQ222943"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1954"	"JQ224065"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1955"	"JQ223951"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1956"	"JQ224150"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1957"	"JQ225306"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1958"	"JQ224996"	"Archaea"	"Thaumarchaeota"	"Marine Group I"	"uncultured marine archaeon"	NA	NA	NA
"1959"	"JQ225124"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1960"	"JQ225258"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1961"	"JQ225307"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1962"	"JQ226349"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1963"	"JQ226401"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1964"	"JQ226554"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1965"	"JQ226350"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1966"	"JQ226745"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1967"	"JQ226406"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1968"	"JQ226462"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1969"	"JQ226602"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1970"	"JQ226757"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1971"	"JQ226471"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1972"	"JQ226616"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1973"	"JQ227464"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1974"	"JQ227632"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1975"	"JQ227077"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine archaeon"	NA
"1976"	"JQ269258"	"Bacteria"	"Verrucomicrobia"	"OPB35 soil group"	"bacterium SH5-3"	NA	NA	NA
"1977"	"JQ269288"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"bacterium WHC4-9"	NA
"1978"	"JQ347443"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"Owenweeksia"	"uncultured bacterium"
"1979"	"JQ347323"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Pseudospirillum"	"uncultured bacterium"
"1980"	"JQ347414"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"1981"	"JQ347401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Marinovum"	"uncultured bacterium"
"1982"	"JQ347444"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1983"	"JQ580098"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Pseudospirillum"	"uncultured gamma proteobacterium"
"1984"	"JQ611080"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"1985"	"JQ678403"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Salinisphaeraceae"	"ZD0417 marine group"	"uncultured bacterium"
"1986"	"JQ678468"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1987"	"JQ678491"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1988"	"JQ678506"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"1989"	"JQ678501"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"1990"	"JQ678385"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1991"	"JQ678480"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured bacterium"
"1992"	"JQ678482"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1993"	"JQ712062"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured bacterium"
"1994"	"JQ753203"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1995"	"JQ800676"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"uncultured bacterium"
"1996"	"JQ860235"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. QHL20"
"1997"	"JX016471"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"1998"	"JX016602"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1999"	"JX017056"	"Bacteria"	"Proteobacteria"	"SPOTSOCT00m83"	"uncultured bacterium"	NA	NA	NA
"2000"	"JX017005"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"2001"	"JX206679"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"uncultured"	"uncultured bacterium"
"2002"	"JX206564"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"2003"	"JX206777"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"2004"	"JX306765"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa sp. CZ-BI2"	NA
"2005"	"JX394221"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"uncultured Clostridium sp."
"2006"	"JX391640"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Halioglobus"	"uncultured bacterium"
"2007"	"JX537832"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"2008"	"JX870189"	"Archaea"	"Thaumarchaeota"	"Marine Group I"	"uncultured archaeon"	NA	NA	NA
"2009"	"JX878927"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"2010"	"JX878917"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"2011"	"JX878924"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"2012"	"JX878991"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"2013"	"JX879028"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"2014"	"JX878918"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"2015"	"JX879031"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"2016"	"JX879030"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"2017"	"JX879052"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"2018"	"JX879059"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"2019"	"JX879080"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AT-s3-44"	"uncultured bacterium"	NA
"2020"	"JX945335"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"2021"	"JX945349"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"2022"	"JX945354"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"2023"	"JX945325"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43 clade"	"uncultured bacterium"
"2024"	"JX945328"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"2025"	"JX945345"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"2026"	"JX945359"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"2027"	"JX945375"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"2028"	"JX945326"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"uncultured bacterium"
"2029"	"JX945336"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"2030"	"JX945343"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Pelagibacterium"	"uncultured bacterium"
"2031"	"JX945363"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"uncultured bacterium"
"2032"	"JX945367"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"2033"	"JX945371"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"2034"	"JX945376"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	"uncultured bacterium"	NA
"2035"	"KC000319"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Thalassobius"	"unidentified marine bacterioplankton"
"2036"	"KC000474"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"unidentified marine bacterioplankton"
"2037"	"KC000554"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"unidentified marine bacterioplankton"
"2038"	"KC000812"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"unidentified marine bacterioplankton"
"2039"	"KC001350"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"unidentified marine bacterioplankton"
"2040"	"KC001541"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"unidentified marine bacterioplankton"	NA
"2041"	"KC001780"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"unidentified marine bacterioplankton"	NA	NA
